*Disappearing Nodes
#End Disappearing Nodes

*Newborn Nodes
#End Newborn Nodes

*Disappearing Edges
1	48
1	212
1	732
1	774
1	783
1	853
1	870
1	890
1	921
1	967
48	76
48	230
48	696
48	767
48	786
48	803
48	813
48	967
212	295
212	321
212	398
212	586
212	794
212	803
212	875
212	937
212	946
732	201
732	230
732	237
732	335
732	395
732	431
732	509
732	518
732	578
732	582
732	586
732	643
732	696
732	772
732	783
732	794
732	870
732	875
732	921
774	263
774	321
774	353
774	437
774	448
774	509
774	611
774	642
774	696
774	786
774	794
774	803
774	805
774	845
774	853
774	875
774	885
774	937
774	943
774	955
783	23
783	34
783	93
783	176
783	242
783	248
783	376
783	379
783	466
783	562
783	582
783	594
783	642
783	676
783	805
783	853
783	870
783	907
783	921
783	980
853	31
853	91
853	152
853	230
853	256
853	259
853	263
853	351
853	431
853	592
853	594
853	605
853	755
853	767
853	772
853	791
853	813
853	875
853	890
853	921
853	955
853	967
870	117
870	142
870	205
870	253
870	259
870	296
870	303
870	316
870	321
870	377
870	379
870	426
870	448
870	478
870	531
870	616
870	651
870	687
870	796
870	820
870	961
870	980
890	67
890	82
890	94
890	131
890	176
890	199
890	248
890	253
890	263
890	296
890	335
890	342
890	437
890	460
890	462
890	467
890	478
890	518
890	571
890	578
890	616
890	642
890	643
890	651
890	661
890	676
890	755
890	769
890	845
890	875
890	946
890	955
921	65
921	93
921	95
921	117
921	131
921	242
921	342
921	381
921	395
921	398
921	425
921	460
921	500
921	506
921	592
921	660
921	743
921	751
921	755
921	767
921	772
921	796
921	937
967	65
967	93
967	95
967	157
967	229
967	230
967	260
967	291
967	296
967	302
967	381
967	429
967	448
967	460
967	509
967	627
967	638
967	651
967	661
967	669
967	687
967	718
967	748
967	794
967	796
967	845
967	875
967	907
967	930
967	943
967	961
967	980
2	520
2	548
2	567
2	712
2	720
520	92
520	163
520	401
520	443
520	601
548	92
548	196
548	433
548	461
548	567
548	601
567	64
567	163
567	196
567	247
567	601
567	720
712	64
712	196
712	247
712	401
712	433
712	601
720	64
720	196
720	247
720	601
817	64
817	163
817	601
910	601
925	601
968	601
978	601
3	294
3	677
3	737
3	854
3	894
3	915
3	926
3	979
294	52
294	162
294	323
294	333
294	625
294	649
294	826
294	862
294	904
294	915
677	20
677	25
677	158
677	254
677	257
677	293
677	371
677	474
677	513
677	554
677	625
677	649
677	650
677	753
677	757
677	819
677	826
677	873
677	915
737	10
737	20
737	180
737	222
737	280
737	285
737	405
737	424
737	515
737	544
737	589
737	597
737	657
737	731
737	753
737	759
737	857
737	862
737	878
737	915
854	10
854	46
854	222
854	266
854	268
854	332
854	544
854	556
854	557
854	597
854	657
854	710
854	759
854	819
854	856
854	894
854	904
854	908
854	926
854	934
894	10
894	46
894	147
894	211
894	254
894	332
894	343
894	405
894	476
894	507
894	515
894	545
894	557
894	581
894	731
894	857
894	862
894	873
894	904
904	12
904	45
904	110
904	268
904	332
904	334
904	371
904	390
904	424
904	474
904	533
904	549
904	581
904	597
904	625
904	716
904	753
904	829
904	835
904	856
904	878
904	908
904	926
915	12
915	171
915	266
915	280
