*Disappearing Nodes
#End Disappearing Nodes

*Newborn Nodes
#End Newborn Nodes

*Disappearing Edges
1	331
1	486
1	620
1	642
1	650
1	725
1	783
1	957
331	95
331	165
331	394
331	486
331	571
331	642
331	695
331	751
331	767
331	783
331	803
331	957
486	95
486	99
486	245
486	394
486	571
486	650
486	652
486	751
486	783
486	957
620	75
620	99
620	202
620	265
620	394
620	448
620	595
620	642
620	650
620	695
620	725
620	751
620	767
620	803
642	84
642	95
642	99
642	146
642	165
642	245
642	571
642	595
642	650
642	652
642	695
642	725
642	751
642	803
650	95
650	99
650	146
650	165
650	202
650	245
650	448
650	595
650	652
650	695
650	767
650	803
650	957
725	40
725	75
725	84
725	95
725	146
725	165
725	193
725	202
725	265
725	448
725	571
725	595
725	652
725	695
725	783
751	40
751	84
751	95
751	99
751	146
751	245
751	265
751	394
751	448
751	571
751	595
751	695
751	767
751	783
751	803
783	40
783	75
783	84
783	95
783	146
783	193
783	202
783	245
783	394
783	448
783	595
783	695
783	767
803	40
803	75
803	84
803	95
803	99
803	146
803	165
803	193
803	202
803	265
803	394
803	571
803	595
803	652
803	695
803	767
957	40
957	75
957	84
957	95
957	99
957	146
957	165
957	193
957	202
957	394
957	448
957	652
957	695
957	767
2	846
2	901
2	967
2	969
798	397
798	425
798	440
798	522
798	561
798	669
798	691
798	742
798	810
798	846
798	901
798	967
798	969
846	136
846	188
846	409
846	425
846	511
846	590
846	610
846	669
846	690
846	917
846	949
846	958
846	967
846	977
846	984
901	3
901	66
901	101
901	136
901	409
901	425
901	501
901	511
901	590
901	610
901	669
901	690
901	917
901	949
901	958
901	967
901	977
901	984
917	11
917	66
917	78
917	98
917	195
917	317
917	397
917	425
917	440
917	522
917	561
917	604
917	669
917	691
917	742
917	810
917	967
917	969
949	11
949	66
949	78
949	98
949	195
949	317
949	397
949	425
949	440
949	522
949	561
949	604
949	669
949	691
949	742
949	810
949	967
949	969
958	11
958	66
958	78
958	98
958	195
958	317
958	397
958	425
958	440
958	522
958	561
958	604
958	669
958	691
958	742
958	810
958	967
958	969
967	3
967	11
967	66
967	78
967	98
967	101
967	136
967	188
967	195
967	317
967	397
967	409
967	440
967	501
967	511
967	522
967	561
967	590
967	604
967	610
967	690
967	691
967	742
967	810
967	969
967	977
967	984
969	3
969	66
969	101
969	136
969	188
969	409
969	425
969	501
969	511
969	590
969	610
969	669
969	690
969	977
969	984
977	11
977	66
977	78
977	98
977	195
977	317
977	397
977	425
977	440
977	522
977	561
977	604
977	669
977	691
977	742
977	810
984	11
984	66
984	78
984	98
984	195
984	317
984	397
984	425
984	440
984	522
984	561
984	604
984	669
984	691
984	742
984	810
3	669
669	78
669	188
669	317
669	409
669	522
669	561
669	590
669	610
669	691
669	742
4	23
4	302
4	460
4	494
4	598
4	741
4	796
4	869
4	943
23	218
23	577
23	628
23	727
23	802
23	845
23	885
302	416
302	508
302	661
302	747
302	755
302	791
302	796
302	838
302	942
302	943
460	124
460	221
460	243
460	494
460	527
460	577
460	638
460	679
460	727
460	838
460	921
460	943
494	258
494	351
494	377
494	598
494	628
494	747
494	763
494	875
494	921
494	943
598	91
598	218
598	508
598	527
598	582
598	644
598	730
598	743
598	763
598	784
598	796
598	838
598	921
598	943
741	91
741	124
741	157
741	173
741	208
741	243
741	416
741	577
741	679
741	688
741	730
741	755
741	791
741	807
741	869
741	885
796	6
796	116
796	246
796	256
796	431
796	463
796	508
796	643
796	659
796	663
796	688
796	730
796	791
796	921
814	67
814	91
814	173
814	208
814	221
814	243
814	256
814	258
814	351
814	376
814	455
814	582
814	628
814	644
814	679
814	688
814	730
814	771
814	875
814	921
814	942
869	6
869	91
869	107
869	119
869	185
869	217
869	231
869	246
869	256
869	377
869	411
869	416
869	433
869	455
869	463
869	582
869	628
869	638
869	661
869	763
869	771
869	791
869	838
869	942
943	67
943	111
943	115
943	157
943	217
943	218
943	243
943	335
943	455
943	527
943	577
943	644
943	661
943	663
943	688
943	730
943	763
943	771
943	784
943	802
943	807
943	942
5	100
5	141
5	315
5	482
5	529
5	538
5	792
5	925
100	235
100	673
100	675
100	711
100	839
100	940
100	975
141	159
141	482
141	584
141	641
141	684
141	765
141	821
141	924
141	925
315	156
315	241
315	383
315	499
315	673
315	674
315	800
315	824
315	844
482	220
482	232
482	241
482	516
482	673
482	705
482	860
482	898
482	902
482	911
482	918
482	940
529	51
529	313
529	520
529	552
529	705
529	821
529	860
529	924
538	156
538	220
538	391
538	490
538	641
538	684
538	898
538	911
538	918
538	919
538	940
792	58
792	103
792	313
792	599
792	673
792	674
792	800
792	824
792	898
792	911
792	919
792	931
792	940
898	27
898	63
898	232
898	241
898	388
898	417
898	475
898	480
898	520
898	532
898	552
898	584
898	618
898	621
898	633
898	684
898	765
898	776
898	788
898	821
898	839
898	860
898	919
898	924
925	58
925	63
925	103
925	220
925	235
925	328
925	417
925	490
925	499
925	516
925	599
925	621
925	641
925	674
925	675
925	711
925	824
925	827
925	872
925	902
925	918
931	104
931	159
931	234
931	241
931	301
931	388
931	480
931	499
931	520
931	552
931	619
931	655
931	673
931	675
931	684
931	776
931	788
931	844
931	860
931	872
931	924
6	218
6	411
6	431
6	679
6	771
6	838
6	875
6	942
218	463
218	577
218	628
218	659
218	838
218	845
218	921
411	111
411	173
411	455
411	644
411	727
411	784
411	791
411	885
411	921
411	942
431	119
431	185
431	643
431	644
431	663
431	743
431	802
431	845
431	942
679	67
679	230
679	335
679	351
679	582
679	755
679	771
679	784
679	838
679	875
679	885
679	921
771	107
771	115
771	124
771	208
771	217
771	638
771	661
771	727
771	730
771	743
771	747
771	784
771	791
771	838
771	921
771	942
838	91
838	119
838	157
838	173
838	185
838	231
838	258
838	376
838	577
838	643
838	644
838	727
838	743
838	784
838	802
838	875
838	885
838	942
875	111
875	116
875	157
875	187
875	217
875	221
875	230
875	231
875	243
875	258
875	377
875	455
875	463
875	527
875	638
875	643
875	688
875	727
875	784
875	845
875	942
942	111
942	116
942	119
942	124
942	157
942	187
942	208
942	217
942	231
942	243
942	433
942	463
942	527
942	659
942	661
942	663
942	755
942	921
7	689
7	774
689	546
689	624
689	626
689	774
774	109
774	154
774	225
774	228
774	297
774	358
774	485
774	546
774	615
774	624
774	626
774	692
774	713
774	720
774	744
774	752
774	793
774	815
774	820
774	823
774	852
774	867
774	877
774	890
793	225
793	546
793	624
793	626
815	225
815	546
815	624
815	626
820	225
820	546
820	624
820	626
823	225
823	546
823	624
823	626
852	225
