*Disappearing Nodes
#End Disappearing Nodes

*Newborn Nodes
#End Newborn Nodes

*Disappearing Edges
1	644
1	755
1	803
1	820
1	845
1	875
1	942
1	980
644	259
644	381
644	463
644	508
644	518
644	582
644	638
644	661
644	743
644	767
644	820
644	845
644	875
644	885
644	942
644	980
755	157
755	202
755	259
755	351
755	353
755	377
755	460
755	512
755	642
755	650
755	659
755	718
755	743
755	751
755	783
755	796
755	820
755	875
755	885
755	943
796	23
796	116
796	187
796	202
796	230
796	353
796	376
796	377
796	431
796	460
796	512
796	518
796	650
796	743
796	791
796	820
796	845
796	885
796	921
796	980
803	67
803	115
803	157
803	242
803	353
803	376
803	377
803	381
803	448
803	582
803	643
803	659
803	661
803	718
803	783
803	875
803	942
803	980
820	117
820	157
820	187
820	202
820	230
820	463
820	508
820	642
820	643
820	650
820	659
820	661
820	718
820	845
820	921
820	942
820	943
845	23
845	67
845	117
845	187
845	230
845	231
845	242
845	335
845	377
845	448
845	460
845	638
845	642
845	643
845	659
845	743
845	767
845	791
845	875
845	885
845	980
875	117
875	230
875	231
875	256
875	259
875	335
875	376
875	381
875	431
875	460
875	463
875	508
875	518
875	582
875	643
875	650
875	718
875	767
875	791
875	942
875	943
921	67
921	117
921	157
921	202
921	230
921	242
921	256
921	259
921	302
921	335
921	351
921	376
921	431
921	460
921	463
921	508
921	512
921	582
921	638
921	642
921	650
921	659
921	661
921	743
921	751
921	783
921	885
921	942
921	980
942	67
942	91
942	116
942	117
942	157
942	187
942	231
942	242
942	256
942	259
942	302
942	335
942	351
942	377
942	381
942	431
942	460
942	463
942	508
942	518
942	582
942	638
942	642
942	643
942	650
942	661
942	718
942	743
942	751
942	767
942	783
942	791
942	885
942	943
942	980
980	67
980	91
980	157
980	230
980	231
980	256
980	259
980	302
980	351
980	353
980	376
980	377
980	381
980	431
980	460
980	582
980	638
980	643
980	650
980	718
980	751
980	783
980	791
2	388
2	765
2	792
2	844
2	860
388	482
388	488
388	520
388	552
388	619
388	636
388	673
388	765
388	776
388	792
388	844
388	860
388	925
520	449
520	475
520	480
520	482
520	552
520	619
520	765
520	792
520	844
520	860
636	100
636	243
636	449
636	475
636	480
636	482
636	552
636	619
636	765
636	792
636	844
636	860
673	100
673	243
673	449
673	475
673	480
673	482
673	552
673	619
673	765
673	792
673	844
673	860
765	196
765	475
765	480
765	488
765	619
765	776
765	860
765	925
776	100
776	243
776	449
776	475
776	480
776	482
776	552
776	619
776	792
776	844
776	860
792	196
792	475
792	480
792	488
792	619
792	860
792	925
844	196
844	475
844	480
844	488
844	619
844	860
844	925
860	100
860	196
860	243
860	449
860	475
860	480
860	482
860	488
860	552
860	619
860	925
925	100
925	243
925	449
925	475
925	480
925	482
925	552
925	619
3	64
3	92
3	109
3	141
3	164
3	401
3	634
64	452
64	790
92	452
92	790
109	452
109	790
141	674
141	824
141	872
141	891
164	452
164	790
401	452
401	790
452	634
634	790
4	331
4	527
4	571
4	595
4	620
4	838
4	957
331	97
331	107
331	125
331	433
331	455
331	807
331	957
527	150
527	185
527	221
527	246
527	411
527	455
527	470
527	663
527	784
527	957
571	111
571	150
571	218
571	245
571	411
571	631
571	663
571	784
571	802
571	807
595	97
595	107
595	455
595	620
595	679
595	741
595	784
595	807
595	814
595	869
595	957
620	173
620	221
620	246
620	265
620	433
620	455
620	577
620	628
620	663
620	679
620	741
620	784
620	802
620	807
620	838
620	869
620	957
631	99
631	124
631	150
631	173
631	416
631	577
631	663
631	741
631	784
631	807
631	957
688	40
688	97
688	124
688	217
688	218
688	245
688	494
688	628
688	671
688	730
688	741
688	747
688	802
688	807
838	119
838	165
838	185
838	679
838	784
838	957
869	119
869	125
869	217
869	221
869	598
869	741
869	802
869	957
957	97
957	99
957	107
957	111
957	119
957	124
957	125
957	146
957	150
957	165
957	173
957	185
957	217
957	221
957	236
957	245
957	265
957	298
957	433
957	455
957	470
957	486
957	494
957	598
957	628
957	663
957	671
957	679
957	730
957	747
957	771
957	784
957	802
957	807
957	814
5	674
5	707
5	824
5	911
5	931
674	328
674	391
674	396
674	406
674	417
674	516
674	521
674	529
707	27
707	103
707	383
707	406
707	417
707	490
707	560
707	711
824	58
824	59
824	63
824	328
824	383
824	396
824	417
824	490
824	599
824	800
872	58
872	59
872	63
872	307
872	396
872	417
872	529
891	38
891	58
891	59
891	250
891	417
891	521
891	621
898	27
898	58
898	63
898	220
898	417
898	931
911	58
911	103
911	250
911	328
911	417
911	931
911	940
919	58
919	63
919	235
919	250
919	396
919	417
919	560
931	58
931	63
931	417
940	58
940	63
940	827
6	93
6	258
6	314
6	932
72	93
72	258
72	314
72	932
93	258
93	312
93	314
93	553
93	652
93	932
258	312
258	314
258	553
258	652
258	932
312	314
312	932
314	553
314	652
314	932
553	932
652	932
7	275
7	297
7	441
7	444
7	485
7	573
7	713
7	815
7	877
7	890
275	297
275	441
275	444
275	485
275	573
275	713
275	815
275	877
275	890
297	441
297	444
297	485
297	573
297	713
297	815
297	877
297	890
441	444
441	485
441	573
441	713
441	815
441	877
441	890
444	485
444	573
444	713
444	815
444	877
444	890
485	573
485	713
485	815
485	890
573	713
573	815
573	877
573	890
713	815
713	890
815	877
815	890
877	890
8	61
8	134
8	702
8	752
61	120
61	233
61	499
61	702
61	752
120	190
120	499
120	702
120	752
134	179
134	190
134	282
134	412
134	499
134	656
134	692
134	702
134	725
134	752
282	179
282	499
282	702
282	752
363	43
363	499
363	702
363	752
656	179
656	499
656	702
656	752
692	179
692	499
692	702
692	752
702	43
702	179
702	190
702	233
702	359
702	380
702	412
702	499
702	725
702	752
725	179
725	499
725	752
752	43
752	179
752	190
752	233
752	359
752	380
752	412
752	499
9	367
9	468
9	551
9	580
9	788
9	789
9	818
9	863
9	896
9	981
367	66
367	122
367	670
367	682
367	734
367	812
367	865
367	866
367	884
367	896
367	929
367	945
468	432
468	496
468	519
468	526
468	613
468	624
